BK_ID,BK_WHEN,BK_QUANTITY,BK_WHAT,db_identifier,is_piano_reduction,piano_reduction_type,title.makro,gnd_id.work,title.work,unmodified_gnd_data.x,gnd_id.composer,name..composer,date_of_birth,date_of_death,place_of_birth,place_of_death,place_of_activity,geographic_area_code.y,gender,name.instrument,display_as.instrument,name.genre,display_as.genre
1,1809-01-17,150,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
1,1809-01-17,150,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
2,1809-05-19,50,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
2,1809-05-19,50,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
3,1814-02-25,50,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
3,1814-02-25,50,print,HO_00017_00017_NN_N,0,,Wanderung d. Sängers,1217439552,Wanderung des Sängers,1,1170273157,"Reiner, Joseph Ewald",NULL,NULL,,,"Warta Bolesławiecka, Halle (Saale), Ostritz",XA-PL,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
4,1809-01-14,150,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
4,1809-01-14,150,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
5,1809-03-21,50,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
5,1809-03-21,50,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
6,1810-04-25,50,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
6,1810-04-25,50,print,HO_00020_00020_NN_N,0,,Gesellschaftslied,1217442715,Gesellschaftslied,1,1217442642,"Richter, Friedrich",NULL,NULL,,,,XA,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Lied,Lied ( Musikalische Form Vokalmusik ( Musik))
7,1811-06-27,100,print,HO_00021_00021_NN_N,0,,Marche de Davoust p. Pfte,lokal,Marche de Davoust p. Pfte,0,,,,,,,,,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Marschmusik,Marschmusik ( Funktionale Musik ( Musik))
8,1808-09-26,100,print,HO_00021_00021_NN_N,0,,Marche de Davoust p. Pfte,lokal,Marche de Davoust p. Pfte,0,,,,,,,,,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Marschmusik,Marschmusik ( Funktionale Musik ( Musik))
9,1808-08-22,150,print,HO_00022_00022_NN_N,0,,2 Polonaises Liv: 1.,1217445196,Polonaisen,1,1217445080,"Schmidt, C.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Polonaise,Polonaise ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
9,1808-08-22,150,print,HO_00022_00022_NN_N,0,,2 Polonaises Liv: 1.,1217445196,Polonaisen,1,1217445080,"Schmidt, C.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
10,1808-12-10,50,print,HO_00022_00022_NN_N,0,,2 Polonaises Liv: 1.,1217445196,Polonaisen,1,1217445080,"Schmidt, C.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Polonaise,Polonaise ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
10,1808-12-10,50,print,HO_00022_00022_NN_N,0,,2 Polonaises Liv: 1.,1217445196,Polonaisen,1,1217445080,"Schmidt, C.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
11,1808-05-08,100,print,HO_00023_00023_NN_N,0,,6 Anglaisen f. Pfte.,1217446397,Nouvelles Anglaises,1,1228214182,"Richter, C.",NULL,NULL,,,,XA-DE,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
11,1808-05-08,100,print,HO_00023_00023_NN_N,0,,6 Anglaisen f. Pfte.,1217446397,Nouvelles Anglaises,1,1228214182,"Richter, C.",NULL,NULL,,,,XA-DE,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Anglaise,Anglaise ( Contredanse ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik)))) Française ( Tanz))
12,1808-08-06,50,print,HO_00023_00023_NN_N,0,,6 Anglaisen f. Pfte.,1217446397,Nouvelles Anglaises,1,1228214182,"Richter, C.",NULL,NULL,,,,XA-DE,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
12,1808-08-06,50,print,HO_00023_00023_NN_N,0,,6 Anglaisen f. Pfte.,1217446397,Nouvelles Anglaises,1,1228214182,"Richter, C.",NULL,NULL,,,,XA-DE,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Anglaise,Anglaise ( Contredanse ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik)))) Française ( Tanz))
13,1810-10-04,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Walzer,Walzer ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
13,1810-10-04,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
14,1815-09-01,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Walzer,Walzer ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
14,1815-09-01,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
15,1808-02-22,125,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Walzer,Walzer ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
15,1808-02-22,125,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
16,1808-09-26,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Walzer,Walzer ( Gesellschaftstanz ( Tanz Tanzmusik ( Unterhaltungsmusik ( Musik) Funktionale Musik ( Musik))))
16,1808-09-26,50,print,HO_00024_00024_NN_N,0,,24 Valses f. Pfte.,121744677X,Valses dans un Genre facile et agréable,1,1035755866,"Zieger, J. G.",NULL,NULL,,,,XA,,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
17,1811-06-27,25,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
17,1811-06-27,25,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
18,1808-02-22,150,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
18,1808-02-22,150,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
19,1809-07-01,50,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
19,1809-07-01,50,print,HO_00025_00025_N1_N,0,,8 Rondeaux,1217447903,Nr. 1,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
20,1811-06-27,25,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
20,1811-06-27,25,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
21,1814-11-01,50,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
21,1814-11-01,50,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
22,1808-02-22,150,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
22,1808-02-22,150,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
23,1809-12-29,50,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
23,1809-12-29,50,print,HO_00026_00026_N2_N,0,,8 Rondeaux No: 2.,1217447938,Nr. 2,1,119175606,"Cramer, Johann Baptist",1771-02-24,1858-04-16,Mannheim,Kensington,,XA-GB,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Rondo,Rondo ( Musikalische Form)
24,1812-02-07,70,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Vierhändige Klaviermusik,Vierhändige Klaviermusik ( Klaviermusik ( Tasteninstrumentenmusik ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))))
24,1812-02-07,70,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
24,1812-02-07,70,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
24,1812-02-07,70,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Sonate,Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))
25,1808-05-08,150,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Vierhändige Klaviermusik,Vierhändige Klaviermusik ( Klaviermusik ( Tasteninstrumentenmusik ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))))
25,1808-05-08,150,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
25,1808-05-08,150,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
25,1808-05-08,150,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Sonate,Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))
26,1809-12-29,50,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Vierhändige Klaviermusik,Vierhändige Klaviermusik ( Klaviermusik ( Tasteninstrumentenmusik ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))))
26,1809-12-29,50,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
26,1809-12-29,50,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),,
26,1809-12-29,50,print,HO_00027_00027_NN_N,0,,3 Sonates à 4/m. No. 1.,1217448764,Sonaten,1,119149419,"Krommer, Franz Vinzenz",1759-11-27,1831-01-08,Horská Kamenice,Wien,,XA-CZ,m,Klavier,Klavier (Saitenklavier (Saiteninstrument (Musikinstrument))),Sonate,Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion)))
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,,
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
27,1812-02-07,70,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,,
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
28,1827-08-24,100,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,,
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
29,1828-03-21,25,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,,
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
30,1808-05-08,150,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
31,1808-08-06,50,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,,
31,1808-08-06,50,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,,,Sonatine,Sonatine ( Sonate ( Instrumentalmusik ( Musik Komposition ( Musikproduktion))))
31,1808-08-06,50,print,HO_00028_00028_NN_N,0,,Sonatine à 4 mains,1217505970,Sonatine facile,1,116953829,"Methfessel, Albert",1785-10-06,1869-03-23,Stadtilm,Heckenbeck,"Rudolstadt, Hamburg, Braunschweig",XA-DE,m,Gitarre,Gitarre,,
